Date,Symbole,Titre,Cotation_Volume,Cotation_Valeur,Cours_Precedent,Cours_Ouv,Cours_Clot,Cours_Moy,Variation,Variation_Ann_Prec,Cours_Reference,Ecarts_Maximaux_Bas,Ecarts_Maximaux_Haut,Dernier_Dividende_Montant_Net,Dernier_Dividende_Date,Comp,Rdt_Net,PER
2016-09-20,SPHC,SAPH CI,15,172 000,11 500,11 500,11 450,11 467,"-0,43%","-0,43%",11 450,10 595,12 305,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-09-20,ABJC,SERVAIR ABIDJAN CI,75,13 000 500,161 250,173 340,173 340,173 340,"7,50%","103,93%",173 340,160 340,186 340,"50,00",24/07/2016,1er,"1,04%","59,77"
2016-09-20,BNBC,BERNABE CI,2 094,325 038 325,166 500,167 500,155 000,155 224,"-6,91%","-13,84%",155 000,143 375,166 625,"5 500,00",08/07/2016,1er,"3,55%","21,91"
2016-09-20,CFAC,CFAO MOTORS CI,29,3 132 000,108 000,108 000,108 000,108 000,"0,00%","18,68%",108 000,99 900,116 100,"2 297,70",29/07/2016,2eme,"2,13%","42,30"
2016-09-20,PRSC,TRACTAFRIC MOTORS CI,2,888 000,479 000,444 000,444 000,444 000,"-7,31%","9,63%",444 000,410 700,477 300,"13 050,00",29/07/2016,1er,"2,94%","25,54"
2016-09-20,SHEC,VIVO ENERGY CI,310,51 150 000,163 000,165 000,165 000,165 000,"1,23%","137,84%",165 000,152 625,177 375,"1 665,00",27/07/2016,2eme,"1,01%","63,66"
2016-09-20,TTLC,TOTAL CI,197,3 776 565,19 500,19 200,19 300,19 170,"-1,03%","-7,88%",19 300,17 855,20 745,"485,00",30/08/2016,1er,"2,33%","44,88"
2016-09-20,TTLS,TOTAL SN,19,475 000,25 000,25 000,25 000,25 000,"0,00%","-4,58%",25 000,23 125,26 875,"935,00",25/07/2016,1er,"3,74%","20,60"
2016-09-20,STAC,SETAO CI,,,40 000,NC,NC,NC,,"-24,11%",40 000,37 000,43 000,,,2eme,"0,00%","15,81"
2016-09-21,CABC,SICABLE CI,1,91 000,90 000,91 000,91 000,91 000,"1,11%","-26,32%",91 000,84 175,97 825,"1 200,00",28/07/2016,1er,"1,32%","19,21"
2016-09-21,FTSC,FILTISAC CI,50,1 322 750,26 455,26 455,26 455,26 455,"0,00%","-11,80%",26 455,24 475,28 435,"161,27",18/08/2016,1er,"3,95%","23,74"
2016-09-21,NEIC,NEI-CEDA CI,141,528 750,3 755,3 750,3 750,3 750,"-0,13%","-10,71%",3 750,3 470,4 030,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-09-21,NTLC,NESTLE CI,4,205 360,55 500,51 340,51 340,51 340,"-7,50%","2,68%",51 340,47 490,55 190,"31,50",29/09/2011,2eme,"0,00%","18,07"
2016-09-21,SEMC,CROWN SIEM CI,3,150 000,49 000,50 000,50 000,50 000,"2,04%","11,12%",50 000,46 250,53 750,"1 215,00",28/08/2015,2eme,-,"40,13"
2016-09-21,SIVC,AIR LIQUIDE CI,28,459 200,16 115,16 400,16 400,16 400,"1,77%","-18,00%",16 400,15 170,17 630,"630,00",18/08/2015,1er,-,"17,04"
2016-09-21,SLBC,SOLIBRA CI,5,940 000,185 000,188 000,188 000,188 000,"1,62%","-1,05%",188 000,173 900,202 100,"4 101,00",30/05/2016,1er,"2,18%","13,68"
2016-09-21,SMBC,SMB CI,48,1 296 000,27 000,27 000,27 000,27 000,"0,00%","42,11%",27 000,24 975,29 025,"450,00",19/07/2012,1er,"0,00%","9,51"
2016-09-21,STBC,SITAB CI,,,152 000,NC,NC,NC,,"-2,56%",152 000,140 600,163 400,"8 150,00",09/07/2016,1er,"5,36%","14,84"
2016-09-21,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-09-21,UNLC,UNILEVER CI,8,182 990,22 500,22 500,23 995,22 874,"6,64%","-4,02%",23 995,22 200,25 790,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-09-21,UNXC,UNIWAX CI,92,2 399 820,26 085,26 085,26 085,26 085,"0,00%","-8,79%",26 085,24 130,28 040,"486,00",01/06/2016,2eme,"1,86%","22,45"
2016-09-21,CIEC,CIE CI,368,27 544 700,75 150,73 025,75 000,74 850,"-0,20%","7,15%",75 000,69 375,80 625,"2 641,00",16/09/2016,1er,-,"25,55"
2016-09-21,ONTBF,ONATEL BF,713,9 253 350,12 510,13 000,12 605,12 978,"0,76%","-15,97%",12 605,11 660,13 550,"651,00",01/06/2016,1er,"5,16%","16,95"
2016-09-21,SDCC,SODECI,46,3 909 000,85 500,85 000,85 500,84 978,"0,00%","-17,78%",85 500,79 090,91 910,"3 240,00",30/05/2016,1er,"3,79%","23,38"
2016-09-21,SNTS,SONATEL SN,15 350,351 505 155,22 990,22 900,22 800,22 899,"-0,83%","-8,80%",22 800,21 090,24 510,"1 500,00",15/05/2016,1er,"6,58%","10,31"
2016-09-21,BICC,BICICI,20,1 780 000,89 495,89 000,89 000,89 000,"-0,55%","-11,88%",89 000,82 325,95 675,"2 771,41",24/07/2016,1er,"4,75%","16,12"
2016-09-21,BOAB,BOA BENIN,114,21 760 055,190 005,190 010,200 000,190 878,"5,26%","53,85%",200 000,185 000,215 000,"8 100,00",17/05/2016,1er,"4,05%","16,07"
2016-09-21,BOABF,BOA BURKINA FASO,71,10 052 900,144 000,142 900,141 500,141 590,"-1,74%","17,92%",141 500,130 890,152 110,"6 930,00",04/05/2016,1er,"4,73%","12,94"
2016-09-21,BOAC,BOA CI,177,27 724 990,164 900,165 000,155 000,156 638,"-6,00%","24,00%",155 000,143 375,166 625,"5 480,00",08/05/2016,1er,"4,00%","18,81"
2016-09-21,BOAN,BOA NIGER,91,8 735 545,98 000,95 995,95 995,95 995,"-2,05%","12,94%",95 995,88 800,103 190,"4 910,00",19/05/2016,1er,"5,02%","16,56"
2016-09-21,BOAS,BOA SENEGAL,217,13 480 000,62 500,62 500,62 000,62 120,"-0,80%","-21,52%",62 000,57 350,66 650,"750,00",01/08/2016,1er,"1,21%","35,79"
2016-09-21,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),103 448,2 952 394,28,29,28,29,"0,00%","-41,67%",28,26,30,"1,99",19/07/2013,1er,"0,00%","7,91"
2016-09-21,SAFC,SAFCA CI,,,27 000,NC,NC,NC,,"-18,18%",27 000,24 975,29 025,"23,04",31/07/2011,1er,"0,00%","49,40"
2016-09-21,SGBC,SGCI,3 951,533 384 695,145 000,135 000,135 000,135 000,"-6,90%","0,75%",135 000,124 875,145 125,"5 228,00",28/06/2016,1er,"3,87%","15,54"
2016-09-21,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,,,267 000,NC,NC,NC,,"-15,37%",267 000,246 975,287 025,"9 581,00",28/06/2016,1er,"3,59%","39,67"
2016-09-21,SVOC,MOVIS CI,,,5 170,NC,NC,NC,,"1,37%",5 170,4 785,5 555,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-09-21,PALC,PALM CÔTE D'IVOIRE,3,33 150,11 000,11 050,11 050,11 050,"0,45%","-7,92%",11 050,10 225,11 875,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-09-21,SICC,SICOR CI,6,32 880,5 100,5 480,5 480,5 480,"7,45%","-33,74%",5 480,5 070,5 890,"1 919,00",25/10/2000,1er,"0,00%","48,18"
2016-09-21,SOGC,SOGB CI,152,4 935 800,32 495,32 400,32 500,32 472,"0,02%","26,95%",32 500,30 065,34 935,"1 710,00",25/07/2016,1er,"5,26%","11,71"
2016-09-21,SPHC,SAPH CI,920,10 585 375,11 450,11 300,11 500,11 506,"0,44%","0,00%",11 500,10 640,12 360,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-09-21,ABJC,SERVAIR ABIDJAN CI,597,111 175 890,173 340,186 340,180 000,186 224,"3,84%","111,76%",180 000,166 500,193 500,"50,00",24/07/2016,1er,"1,00%","62,07"
2016-09-21,BNBC,BERNABE CI,2,312 000,155 000,156 000,156 000,156 000,"0,65%","-13,29%",156 000,144 300,167 700,"5 500,00",08/07/2016,1er,"3,53%","22,05"
2016-09-21,CFAC,CFAO MOTORS CI,,,108 000,NC,NC,NC,,"18,68%",108 000,99 900,116 100,"2 297,70",29/07/2016,2eme,"2,13%","42,30"
2016-09-21,PRSC,TRACTAFRIC MOTORS CI,,,444 000,NC,NC,NC,,"9,63%",444 000,410 700,477 300,"13 050,00",29/07/2016,1er,"2,94%","25,54"
2016-09-21,SHEC,VIVO ENERGY CI,195,32 316 890,165 000,165 005,170 000,165 728,"3,03%","145,05%",170 000,157 250,182 750,"1 665,00",27/07/2016,2eme,"0,98%","65,59"
2016-09-21,TTLC,TOTAL CI,179,3 222 000,19 300,18 000,18 000,18 000,"-6,74%","-14,08%",18 000,16 650,19 350,"485,00",30/08/2016,1er,"2,50%","41,86"
2016-09-21,TTLS,TOTAL SN,538,13 449 585,25 000,24 995,24 990,24 999,"-0,04%","-4,62%",24 990,23 120,26 860,"935,00",25/07/2016,1er,"3,74%","20,59"
2016-09-21,STAC,SETAO CI,,,40 000,NC,NC,NC,,"-24,11%",40 000,37 000,43 000,,,2eme,"0,00%","15,81"
2016-09-22,CABC,SICABLE CI,115,10 245 000,91 000,90 000,91 000,89 087,"0,00%","-26,32%",91 000,84 175,97 825,"1 200,00",28/07/2016,1er,"1,32%","19,21"
2016-09-22,FTSC,FILTISAC CI,120,3 166 210,26 455,26 500,26 310,26 385,"-0,55%","-12,29%",26 310,24 340,28 280,"161,27",18/08/2016,1er,"3,97%","23,61"
2016-09-22,NEIC,NEI-CEDA CI,,,3 750,NC,NC,NC,,"-10,71%",3 750,3 470,4 030,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-09-22,NTLC,NESTLE CI,4,201 260,51 340,50 315,50 315,50 315,"-2,00%","0,63%",50 315,46 545,54 085,"31,50",29/09/2011,2eme,"0,00%","17,71"
2016-09-22,SEMC,CROWN SIEM CI,,,50 000,NC,NC,NC,,"11,12%",50 000,46 250,53 750,"1 215,00",28/08/2015,2eme,-,"40,13"
2016-09-22,SIVC,AIR LIQUIDE CI,524,8 477 940,16 400,16 400,16 110,16 179,"-1,77%","-19,45%",16 110,14 905,17 315,"630,00",18/08/2015,1er,-,"16,74"
2016-09-22,SLBC,SOLIBRA CI,22,4 136 000,188 000,188 000,188 000,188 000,"0,00%","-1,05%",188 000,173 900,202 100,"4 101,00",30/05/2016,1er,"2,18%","13,68"
2016-09-22,SMBC,SMB CI,8,218 970,27 000,27 990,27 990,27 371,"3,67%","47,32%",27 990,25 895,30 085,"450,00",19/07/2012,1er,"0,00%","9,86"
2016-09-22,STBC,SITAB CI,,,152 000,NC,NC,NC,,"-2,56%",152 000,140 600,163 400,"8 150,00",09/07/2016,1er,"5,36%","14,84"
2016-09-22,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-09-22,UNLC,UNILEVER CI,40,902 990,23 995,22 500,23 995,22 575,"0,00%","-4,02%",23 995,22 200,25 790,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-09-22,UNXC,UNIWAX CI,273,6 746 280,26 085,25 980,25 000,24 712,"-4,16%","-12,59%",25 000,23 125,26 875,"486,00",01/06/2016,2eme,"1,94%","21,51"
2016-09-22,CIEC,CIE CI,101,7 575 000,75 000,75 000,75 000,75 000,"0,00%","7,15%",75 000,69 375,80 625,"2 641,00",16/09/2016,1er,-,"25,55"
2016-09-22,ONTBF,ONATEL BF,560,7 099 935,12 605,12 650,12 650,12 678,"0,36%","-15,67%",12 650,11 705,13 595,"651,00",01/06/2016,1er,"5,15%","17,01"
2016-09-22,SDCC,SODECI,,,85 500,NC,NC,NC,,"-17,78%",85 500,79 090,91 910,"3 240,00",30/05/2016,1er,"3,79%","23,38"
2016-09-22,SNTS,SONATEL SN,2 839,64 991 625,22 800,22 800,22 900,22 892,"0,44%","-8,40%",22 900,21 185,24 615,"1 500,00",15/05/2016,1er,"6,55%","10,36"
2016-09-22,BICC,BICICI,5,444 000,89 000,88 000,89 000,88 800,"0,00%","-11,88%",89 000,82 325,95 675,"2 771,41",24/07/2016,1er,"4,75%","16,12"
2016-09-22,BOAB,BOA BENIN,1,193 000,200 000,193 000,193 000,193 000,"-3,50%","48,46%",193 000,178 525,207 475,"8 100,00",17/05/2016,1er,"4,20%","15,51"
2016-09-22,BOABF,BOA BURKINA FASO,70,9 913 500,141 500,142 000,141 000,141 621,"-0,35%","17,50%",141 000,130 425,151 575,"6 930,00",04/05/2016,1er,"4,75%","12,89"
2016-09-22,BOAC,BOA CI,106,16 392 000,155 000,153 000,154 000,154 642,"-0,65%","23,20%",154 000,142 450,165 550,"5 480,00",08/05/2016,1er,"4,03%","18,69"
2016-09-22,BOAN,BOA NIGER,32,3 009 000,95 995,95 000,94 000,94 031,"-2,08%","10,59%",94 000,86 950,101 050,"4 910,00",19/05/2016,1er,"5,12%","16,22"
2016-09-22,BOAS,BOA SENEGAL,89,5 343 510,62 000,61 000,59 000,60 039,"-4,84%","-25,32%",59 000,54 575,63 425,"750,00",01/08/2016,1er,"1,27%","34,05"
2016-09-22,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),57 656,1 617 168,28,28,29,28,"3,57%","-39,58%",29,27,31,"1,99",19/07/2013,1er,"0,00%","8,19"
2016-09-22,SAFC,SAFCA CI,1,26 990,27 000,26 990,26 990,26 990,"-0,04%","-18,21%",26 990,24 970,29 010,"23,04",31/07/2011,1er,"0,00%","49,39"
2016-09-22,SGBC,SGCI,29,3 885 000,135 000,135 000,132 000,133 966,"-2,22%","-1,49%",132 000,122 100,141 900,"5 228,00",28/06/2016,1er,"3,96%","15,19"
2016-09-22,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,5,1 291 000,267 000,267 000,256 000,258 200,"-4,12%","-18,86%",256 000,236 800,275 200,"9 581,00",28/06/2016,1er,"3,74%","38,03"
2016-09-22,SVOC,MOVIS CI,8,38 480,5 170,4 810,4 810,4 810,"-6,96%","-5,69%",4 810,4 450,5 170,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-09-22,PALC,PALM CÔTE D'IVOIRE,5 809,67 805 565,11 050,11 000,11 875,11 673,"7,47%","-1,04%",11 875,10 985,12 765,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-09-22,SICC,SICOR CI,18,105 120,5 480,5 890,5 800,5 840,"5,84%","-29,87%",5 800,5 365,6 235,"1 919,00",25/10/2000,1er,"0,00%","51,00"
2016-09-22,SOGC,SOGB CI,118,3 776 000,32 500,32 000,32 000,32 000,"-1,54%","25,00%",32 000,29 600,34 400,"1 710,00",25/07/2016,1er,"5,34%","5,34"
2016-09-22,SPHC,SAPH CI,86,981 130,11 500,11 450,11 400,11 408,"-0,87%","-0,87%",11 400,10 545,12 255,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-09-22,ABJC,SERVAIR ABIDJAN CI,67,12 325 630,180 000,185 985,180 000,183 965,"0,00%","111,76%",180 000,166 500,193 500,"50,00",24/07/2016,1er,"1,00%","62,07"
2016-09-22,BNBC,BERNABE CI,956,148 180 000,156 000,155 000,155 000,155 000,"-0,64%","-13,84%",155 000,143 375,166 625,"5 500,00",08/07/2016,1er,"3,55%","21,91"
2016-09-22,CFAC,CFAO MOTORS CI,50,5 400 000,108 000,108 000,108 000,108 000,"0,00%","18,68%",108 000,99 900,116 100,"2 297,70",29/07/2016,2eme,"2,13%","42,30"
2016-09-22,PRSC,TRACTAFRIC MOTORS CI,20,8 595 000,444 000,444 000,411 000,429 750,"-7,43%","1,48%",411 000,380 175,441 825,"13 050,00",29/07/2016,1er,"3,18%","23,64"
2016-09-22,SHEC,VIVO ENERGY CI,1,172 000,170 000,172 000,172 000,172 000,"1,18%","147,93%",172 000,159 100,184 900,"1 665,00",27/07/2016,2eme,"0,97%","66,36"
2016-09-22,TTLC,TOTAL CI,282,5 035 000,18 000,18 000,17 500,17 855,"-6,74%","-16,47%",17 500,16 190,18 810,"485,00",30/08/2016,1er,"2,57%","40,70"
2016-09-22,TTLS,TOTAL SN,55,1 322 385,24 990,24 795,24 000,24 043,"-3,96%","-8,40%",24 000,22 200,25 800,"935,00",25/07/2016,1er,"3,90%","3,90"
2016-09-22,STAC,SETAO CI,,,40 000,NC,NC,NC,,"-24,11%",40 000,37 000,43 000,,,2eme,"0,00%","15,81"
2016-09-23,CABC,SICABLE CI,13,1 183 000,91 000,91 000,91 000,91 000,"0,00%","-26,32%",91 000,84 175,97 825,"1 200,00",28/07/2016,1er,"1,32%","19,21"
2016-09-23,FTSC,FILTISAC CI,47,1 229 675,26 310,26 310,26 000,26 163,"-1,18%","-13,32%",26 000,24 050,27 950,"161,27",18/08/2016,1er,"4,02%","23,33"
2016-09-23,NEIC,NEI-CEDA CI,,,3 750,NC,NC,NC,,"-10,71%",3 750,3 470,4 030,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-09-23,NTLC,NESTLE CI,2,101 210,50 315,50 605,50 605,50 605,"0,58%","1,21%",50 605,46 810,54 400,"31,50",29/09/2011,2eme,"0,00%","17,81"
2016-09-23,SEMC,CROWN SIEM CI,2,101 000,50 000,50 500,50 500,50 500,"1,00%","12,23%",50 500,46 715,54 285,"1 215,00",28/08/2015,2eme,-,"40,54"
2016-09-23,SIVC,AIR LIQUIDE CI,10,161 300,16 110,16 130,16 130,16 130,"0,12%","-19,35%",16 130,14 925,17 335,"630,00",18/08/2015,1er,-,"16,76"
2016-09-23,SLBC,SOLIBRA CI,986,185 372 930,188 000,188 005,188 005,188 005,"0,00%","-1,05%",188 005,173 905,202 105,"4 101,00",30/05/2016,1er,"2,18%","13,68"
2016-09-23,SMBC,SMB CI,14,378 000,27 990,27 000,27 000,27 000,"-3,54%","42,11%",27 000,24 975,29 025,"450,00",19/07/2012,1er,"0,00%","9,51"
2016-09-23,STBC,SITAB CI,,,152 000,NC,NC,NC,,"-2,56%",152 000,140 600,163 400,"8 150,00",09/07/2016,1er,"5,36%","14,84"
2016-09-23,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-09-23,UNLC,UNILEVER CI,1,23 995,23 995,23 995,23 995,23 995,"0,00%","-4,02%",23 995,22 200,25 790,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-09-23,UNXC,UNIWAX CI,7 126,178 246 800,25 000,25 000,26 800,25 014,"7,20%","-6,29%",26 800,24 790,28 810,"486,00",01/06/2016,2eme,"1,81%","23,06"
2016-09-23,CIEC,CIE CI,13,955 500,75 000,73 500,73 500,73 500,"-2,00%","5,01%",73 500,67 990,79 010,"2 641,00",16/09/2016,1er,-,"25,04"
2016-09-23,ONTBF,ONATEL BF,829,10 405 720,12 650,12 520,12 650,12 552,"0,00%","-15,67%",12 650,11 705,13 595,"651,00",01/06/2016,1er,"5,15%","17,01"
2016-09-23,SDCC,SODECI,,,85 500,NC,NC,NC,,"-17,78%",85 500,79 090,91 910,"3 240,00",30/05/2016,1er,"3,79%","23,38"
2016-09-23,SNTS,SONATEL SN,1 322,30 161 465,22 900,22 810,22 900,22 815,"0,00%","-8,40%",22 900,21 185,24 615,"1 500,00",15/05/2016,1er,"6,55%","10,36"
2016-09-23,BICC,BICICI,40,3 465 000,89 000,89 000,86 000,86 625,"-3,37%","-14,85%",86 000,79 550,92 450,"2 771,41",24/07/2016,1er,"4,92%","15,58"
2016-09-23,BOAB,BOA BENIN,13,2 507 000,193 000,193 000,192 000,192 846,"-0,52%","47,69%",192 000,177 600,206 400,"8 100,00",17/05/2016,1er,"4,22%","15,43"
2016-09-23,BOABF,BOA BURKINA FASO,42,5 895 300,141 000,141 000,140 000,140 364,"-0,71%","16,67%",140 000,129 500,150 500,"6 930,00",04/05/2016,1er,"4,78%","12,80"
2016-09-23,BOAC,BOA CI,138,20 760 130,154 000,150 005,149 995,150 436,"-2,60%","20,00%",149 995,138 750,161 240,"5 480,00",08/05/2016,1er,"4,13%","18,20"
2016-09-23,BOAN,BOA NIGER,38,3 419 940,94 000,90 000,89 995,89 998,"-4,26%","5,88%",89 995,83 250,96 740,"4 910,00",19/05/2016,1er,"5,35%","15,53"
2016-09-23,BOAS,BOA SENEGAL,139,7 948 600,59 000,58 900,55 000,57 184,"-6,78%","-30,38%",55 000,50 875,59 125,"750,00",01/08/2016,1er,"1,36%","31,75"
2016-09-23,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),1 061 250,30 777 250,29,29,30,29,"3,45%","-37,50%",30,28,32,"1,99",19/07/2013,1er,"0,00%","8,47"
2016-09-23,SAFC,SAFCA CI,3,78 000,26 990,26 000,26 000,26 000,"-3,67%","-21,21%",26 000,24 050,27 950,"23,04",31/07/2011,1er,"0,00%","47,57"
2016-09-23,SGBC,SGCI,210,27 720 000,132 000,132 000,132 000,132 000,"0,00%","-1,49%",132 000,122 100,141 900,"5 228,00",28/06/2016,1er,"3,96%","15,19"
2016-09-23,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,,,256 000,NC,NC,NC,,"-18,86%",256 000,236 800,275 200,"9 581,00",28/06/2016,1er,"3,74%","38,03"
2016-09-23,SVOC,MOVIS CI,6,30 660,4 810,4 810,5 170,5 110,"7,48%","1,37%",5 170,4 785,5 555,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-09-23,PALC,PALM CÔTE D'IVOIRE,57,636 105,11 875,11 005,11 800,11 160,"-0,63%","-1,67%",11 800,10 915,12 685,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-09-23,SICC,SICOR CI,17,99 575,5 800,5 800,5 995,5 857,"3,36%","-27,51%",5 995,5 550,6 440,"1 919,00",25/10/2000,1er,"0,00%","52,71"
2016-09-23,SOGC,SOGB CI,65,2 067 500,32 000,31 900,31 900,31 808,"-0,31%","24,61%",31 900,29 510,34 290,"1 710,00",25/07/2016,1er,"5,36%","11,50"
2016-09-23,SPHC,SAPH CI,908,10 224 500,11 400,11 205,11 205,11 260,"-1,71%","-2,57%",11 205,10 365,12 045,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-09-23,ABJC,SERVAIR ABIDJAN CI,140,24 420 550,180 000,179 985,176 995,174 433,"-1,67%","108,23%",176 995,163 725,190 265,"50,00",24/07/2016,1er,"1,02%","61,03"
2016-09-23,BNBC,BERNABE CI,6,946 775,155 000,166 625,156 030,157 796,"0,66%","-13,27%",156 030,144 330,167 730,"5 500,00",08/07/2016,1er,"3,52%","22,05"
2016-09-23,CFAC,CFAO MOTORS CI,34,3 640 080,108 000,108 000,106 005,107 061,"-1,85%","16,49%",106 005,98 055,113 955,"2 297,70",29/07/2016,2eme,"2,17%","41,52"
2016-09-23,PRSC,TRACTAFRIC MOTORS CI,52,21 024 090,411 000,411 000,400 000,404 309,"-2,68%","-1,23%",400 000,370 000,430 000,"13 050,00",29/07/2016,1er,"3,26%","23,01"
2016-09-23,SHEC,VIVO ENERGY CI,823,143 158 575,172 000,183 255,184 900,173 947,"7,50%","166,52%",184 900,171 035,198 765,"1 665,00",27/07/2016,2eme,"0,90%","71,34"
2016-09-23,TTLC,TOTAL CI,323,5 584 565,17 500,17 500,17 000,17 290,"-2,86%","-18,85%",17 000,15 725,18 275,"485,00",30/08/2016,1er,"2,65%","39,53"
2016-09-23,TTLS,TOTAL SN,263,6 260 590,24 000,23 800,23 800,23 805,"-0,83%","-9,16%",23 800,22 015,25 585,"935,00",25/07/2016,1er,"3,93%","19,61"
2016-09-23,STAC,SETAO CI,,,40 000,NC,NC,NC,,"-24,11%",40 000,37 000,43 000,,,2eme,"0,00%","15,81"
2016-09-26,CABC,SICABLE CI,,,91 000,NC,NC,NC,,"-26,32%",91 000,84 175,97 825,"1 200,00",28/07/2016,1er,"1,32%","19,21"
2016-09-26,FTSC,FILTISAC CI,177,4 438 305,26 000,26 005,26 000,25 075,,"-13,32%",26 000,24 050,27 950,"161,27",18/08/2016,1er,"4,02%","23,33"
2016-09-26,NEIC,NEI-CEDA CI,1,3 750,3 750,3 750,3 750,3 750,,"-10,71%",3 750,3 470,4 030,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-09-26,NTLC,NESTLE CI,2,101 210,50 605,50 605,50 605,50 605,,"1,21%",50 605,46 810,54 400,"31,50",29/09/2011,2eme,"0,00%","17,81"
2016-09-26,SEMC,CROWN SIEM CI,5,245 000,50 500,49 000,49 000,49 000,"-2,97%","8,90%",49 000,45 325,52 675,"1 215,00",28/08/2015,2eme,-,"39,33"
2016-09-26,SIVC,AIR LIQUIDE CI,78,1 280 100,16 130,16 450,16 200,16 412,"0,43%","-19,00%",16 200,14 985,17 415,"630,00",18/08/2015,1er,-,"16,83"
2016-09-26,SLBC,SOLIBRA CI,,,188 005,NC,NC,NC,,"-1,05%",188 005,173 905,202 105,"4 101,00",30/05/2016,1er,"2,18%","13,68"
2016-09-26,SMBC,SMB CI,72,1 885 500,27 000,26 500,27 000,26 188,,"42,11%",27 000,24 975,29 025,"450,00",19/07/2012,1er,"0,00%","9,51"
2016-09-26,STBC,SITAB CI,,,152 000,NC,NC,NC,,"-2,56%",152 000,140 600,163 400,"8 150,00",09/07/2016,1er,"5,36%","14,84"
2016-09-26,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-09-26,UNLC,UNILEVER CI,2,47 980,23 995,23 990,23 990,23 990,"-0,02%","-4,04%",23 990,22 195,25 785,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-09-26,UNXC,UNIWAX CI,60,1 560 000,26 800,26 000,26 000,26 000,"-2,99%","-9,09%",26 000,24 050,27 950,"486,00",01/06/2016,2eme,"1,87%","22,37"
2016-09-26,CIEC,CIE CI,38,2 807 350,73 500,73 500,73 500,73 878,"1,36%","6,44%",74 500,68 915,80 085,"2 641,00",16/09/2016,1er,-,"25,38"
2016-09-26,ONTBF,ONATEL BF,1 051,13 244 975,12 650,12 700,12 520,12 602,"-1,03%","-16,53%",12 520,11 585,13 455,"651,00",01/06/2016,1er,"5,20%","16,84"
2016-09-26,SDCC,SODECI,20,1 690 000,85 500,84 500,84 500,84 500,"-1,17%","-18,75%",84 500,78 165,90 835,"3 240,00",30/05/2016,1er,"3,83%","23,11"
2016-09-26,SNTS,SONATEL SN,2 486,56 751 635,22 900,22 815,22 870,22 828,"-0,13%","-8,52%",22 870,21 155,24 585,"1 500,00",15/05/2016,1er,"6,56%","10,34"
2016-09-26,BICC,BICICI,2,176 000,86 000,88 000,88 000,88 000,"2,33%","-12,87%",88 000,81 400,94 600,"2 771,41",24/07/2016,1er,"4,81%","15,94"
2016-09-26,BOAB,BOA BENIN,215,40 847 000,192 000,190 000,189 000,189 986,"-1,56%","45,38%",189 000,174 825,203 175,"8 100,00",17/05/2016,1er,"4,29%","15,19"
2016-09-26,BOABF,BOA BURKINA FASO,117,16 380 000,140 000,140 000,140 000,140 000,,"16,67%",140 000,129 500,150 500,"6 930,00",04/05/2016,1er,"4,78%","12,80"
2016-09-26,BOAC,BOA CI,54,7 863 940,149 995,146 000,145 995,145 629,"-2,67%","16,80%",145 995,135 050,156 940,"5 480,00",08/05/2016,1er,"4,25%","17,72"
2016-09-26,BOAN,BOA NIGER,195,17 079 900,89 995,89 995,84 000,87 589,"-6,66%","-1,18%",84 000,77 700,39 825,"4 910,00",19/05/2016,1er,"5,73%","14,49"
2016-09-26,BOAS,BOA SENEGAL,93,5 115 000,55 000,55 000,55 000,55 000,,"-30,38%",55 000,50 875,59 125,"750,00",01/08/2016,1er,"1,36%","31,75"
